question,answer,tags,priority,enabled
"Where do uploaded files go? Demo 929","Uploaded images are stored in Supabase Storage and linked in the CMS. This demo row is entry 929.","storage;uploads",7,"true"
"How do chatbot FAQs work? Demo 930","Each row becomes a knowledge-base answer that the chatbot can match. This demo row is entry 930.","chatbot;faq",7,"true"
"What is Drifts AI? Demo 931","Drifts AI is a CRM-driven website and lead management system. This demo row is entry 931.","company;overview",10,"true"
"How do I contact support? Demo 932","Email the support team or use the support form on the site. This demo row is entry 932.","support;contact",9,"true"
"How do I request a custom project? Demo 933","Use the inquiry form and provide your project brief. This demo row is entry 933.","sales;inquiry",8,"true"
"Where do uploaded files go? Demo 934","Uploaded images are stored in Supabase Storage and linked in the CMS. This demo row is entry 934.","storage;uploads",7,"true"
"How do chatbot FAQs work? Demo 935","Each row becomes a knowledge-base answer that the chatbot can match. This demo row is entry 935.","chatbot;faq",7,"true"
"What is Drifts AI? Demo 936","Drifts AI is a CRM-driven website and lead management system. This demo row is entry 936.","company;overview",10,"true"
"How do I contact support? Demo 937","Email the support team or use the support form on the site. This demo row is entry 937.","support;contact",9,"true"
"How do I request a custom project? Demo 938","Use the inquiry form and provide your project brief. This demo row is entry 938.","sales;inquiry",8,"true"
"Where do uploaded files go? Demo 939","Uploaded images are stored in Supabase Storage and linked in the CMS. This demo row is entry 939.","storage;uploads",7,"true"
"How do chatbot FAQs work? Demo 940","Each row becomes a knowledge-base answer that the chatbot can match. This demo row is entry 940.","chatbot;faq",7,"true"
"What is Drifts AI? Demo 941","Drifts AI is a CRM-driven website and lead management system. This demo row is entry 941.","company;overview",10,"true"
"How do I contact support? Demo 942","Email the support team or use the support form on the site. This demo row is entry 942.","support;contact",9,"true"
"How do I request a custom project? Demo 943","Use the inquiry form and provide your project brief. This demo row is entry 943.","sales;inquiry",8,"true"
"Where do uploaded files go? Demo 944","Uploaded images are stored in Supabase Storage and linked in the CMS. This demo row is entry 944.","storage;uploads",7,"true"
"How do chatbot FAQs work? Demo 945","Each row becomes a knowledge-base answer that the chatbot can match. This demo row is entry 945.","chatbot;faq",7,"true"
"What is Drifts AI? Demo 946","Drifts AI is a CRM-driven website and lead management system. This demo row is entry 946.","company;overview",10,"true"
"How do I contact support? Demo 947","Email the support team or use the support form on the site. This demo row is entry 947.","support;contact",9,"true"
"How do I request a custom project? Demo 948","Use the inquiry form and provide your project brief. This demo row is entry 948.","sales;inquiry",8,"true"
"Where do uploaded files go? Demo 949","Uploaded images are stored in Supabase Storage and linked in the CMS. This demo row is entry 949.","storage;uploads",7,"true"
"How do chatbot FAQs work? Demo 950","Each row becomes a knowledge-base answer that the chatbot can match. This demo row is entry 950.","chatbot;faq",7,"true"
"What is Drifts AI? Demo 951","Drifts AI is a CRM-driven website and lead management system. This demo row is entry 951.","company;overview",10,"true"
"How do I contact support? Demo 952","Email the support team or use the support form on the site. This demo row is entry 952.","support;contact",9,"true"
"How do I request a custom project? Demo 953","Use the inquiry form and provide your project brief. This demo row is entry 953.","sales;inquiry",8,"true"
"Where do uploaded files go? Demo 954","Uploaded images are stored in Supabase Storage and linked in the CMS. This demo row is entry 954.","storage;uploads",7,"true"
"How do chatbot FAQs work? Demo 955","Each row becomes a knowledge-base answer that the chatbot can match. This demo row is entry 955.","chatbot;faq",7,"true"
"What is Drifts AI? Demo 956","Drifts AI is a CRM-driven website and lead management system. This demo row is entry 956.","company;overview",10,"true"
"How do I contact support? Demo 957","Email the support team or use the support form on the site. This demo row is entry 957.","support;contact",9,"true"
"How do I request a custom project? Demo 958","Use the inquiry form and provide your project brief. This demo row is entry 958.","sales;inquiry",8,"true"
"Where do uploaded files go? Demo 959","Uploaded images are stored in Supabase Storage and linked in the CMS. This demo row is entry 959.","storage;uploads",7,"true"
"How do chatbot FAQs work? Demo 960","Each row becomes a knowledge-base answer that the chatbot can match. This demo row is entry 960.","chatbot;faq",7,"true"
"What is Drifts AI? Demo 961","Drifts AI is a CRM-driven website and lead management system. This demo row is entry 961.","company;overview",10,"true"
"How do I contact support? Demo 962","Email the support team or use the support form on the site. This demo row is entry 962.","support;contact",9,"true"
"How do I request a custom project? Demo 963","Use the inquiry form and provide your project brief. This demo row is entry 963.","sales;inquiry",8,"true"
"Where do uploaded files go? Demo 964","Uploaded images are stored in Supabase Storage and linked in the CMS. This demo row is entry 964.","storage;uploads",7,"true"
"How do chatbot FAQs work? Demo 965","Each row becomes a knowledge-base answer that the chatbot can match. This demo row is entry 965.","chatbot;faq",7,"true"
"What is Drifts AI? Demo 966","Drifts AI is a CRM-driven website and lead management system. This demo row is entry 966.","company;overview",10,"true"
"How do I contact support? Demo 967","Email the support team or use the support form on the site. This demo row is entry 967.","support;contact",9,"true"
"How do I request a custom project? Demo 968","Use the inquiry form and provide your project brief. This demo row is entry 968.","sales;inquiry",8,"true"
"Where do uploaded files go? Demo 969","Uploaded images are stored in Supabase Storage and linked in the CMS. This demo row is entry 969.","storage;uploads",7,"true"
"How do chatbot FAQs work? Demo 970","Each row becomes a knowledge-base answer that the chatbot can match. This demo row is entry 970.","chatbot;faq",7,"true"
"What is Drifts AI? Demo 971","Drifts AI is a CRM-driven website and lead management system. This demo row is entry 971.","company;overview",10,"true"
"How do I contact support? Demo 972","Email the support team or use the support form on the site. This demo row is entry 972.","support;contact",9,"true"
"How do I request a custom project? Demo 973","Use the inquiry form and provide your project brief. This demo row is entry 973.","sales;inquiry",8,"true"
"Where do uploaded files go? Demo 974","Uploaded images are stored in Supabase Storage and linked in the CMS. This demo row is entry 974.","storage;uploads",7,"true"
"How do chatbot FAQs work? Demo 975","Each row becomes a knowledge-base answer that the chatbot can match. This demo row is entry 975.","chatbot;faq",7,"true"
"What is Drifts AI? Demo 976","Drifts AI is a CRM-driven website and lead management system. This demo row is entry 976.","company;overview",10,"true"
"How do I contact support? Demo 977","Email the support team or use the support form on the site. This demo row is entry 977.","support;contact",9,"true"
"How do I request a custom project? Demo 978","Use the inquiry form and provide your project brief. This demo row is entry 978.","sales;inquiry",8,"true"
"Where do uploaded files go? Demo 979","Uploaded images are stored in Supabase Storage and linked in the CMS. This demo row is entry 979.","storage;uploads",7,"true"
"How do chatbot FAQs work? Demo 980","Each row becomes a knowledge-base answer that the chatbot can match. This demo row is entry 980.","chatbot;faq",7,"true"
"What is Drifts AI? Demo 981","Drifts AI is a CRM-driven website and lead management system. This demo row is entry 981.","company;overview",10,"true"
"How do I contact support? Demo 982","Email the support team or use the support form on the site. This demo row is entry 982.","support;contact",9,"true"
"How do I request a custom project? Demo 983","Use the inquiry form and provide your project brief. This demo row is entry 983.","sales;inquiry",8,"true"
"Where do uploaded files go? Demo 984","Uploaded images are stored in Supabase Storage and linked in the CMS. This demo row is entry 984.","storage;uploads",7,"true"
"How do chatbot FAQs work? Demo 985","Each row becomes a knowledge-base answer that the chatbot can match. This demo row is entry 985.","chatbot;faq",7,"true"
"What is Drifts AI? Demo 986","Drifts AI is a CRM-driven website and lead management system. This demo row is entry 986.","company;overview",10,"true"
"How do I contact support? Demo 987","Email the support team or use the support form on the site. This demo row is entry 987.","support;contact",9,"true"
"How do I request a custom project? Demo 988","Use the inquiry form and provide your project brief. This demo row is entry 988.","sales;inquiry",8,"true"
"Where do uploaded files go? Demo 989","Uploaded images are stored in Supabase Storage and linked in the CMS. This demo row is entry 989.","storage;uploads",7,"true"
"How do chatbot FAQs work? Demo 990","Each row becomes a knowledge-base answer that the chatbot can match. This demo row is entry 990.","chatbot;faq",7,"true"
"What is Drifts AI? Demo 991","Drifts AI is a CRM-driven website and lead management system. This demo row is entry 991.","company;overview",10,"true"
"How do I contact support? Demo 992","Email the support team or use the support form on the site. This demo row is entry 992.","support;contact",9,"true"
"How do I request a custom project? Demo 993","Use the inquiry form and provide your project brief. This demo row is entry 993.","sales;inquiry",8,"true"
"Where do uploaded files go? Demo 994","Uploaded images are stored in Supabase Storage and linked in the CMS. This demo row is entry 994.","storage;uploads",7,"true"
"How do chatbot FAQs work? Demo 995","Each row becomes a knowledge-base answer that the chatbot can match. This demo row is entry 995.","chatbot;faq",7,"true"
"What is Drifts AI? Demo 996","Drifts AI is a CRM-driven website and lead management system. This demo row is entry 996.","company;overview",10,"true"
"How do I contact support? Demo 997","Email the support team or use the support form on the site. This demo row is entry 997.","support;contact",9,"true"
"How do I request a custom project? Demo 998","Use the inquiry form and provide your project brief. This demo row is entry 998.","sales;inquiry",8,"true"
"Where do uploaded files go? Demo 999","Uploaded images are stored in Supabase Storage and linked in the CMS. This demo row is entry 999.","storage;uploads",7,"true"
"How do chatbot FAQs work? Demo 1000","Each row becomes a knowledge-base answer that the chatbot can match. This demo row is entry 1000.","chatbot;faq",7,"true"
